CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
PDEE84403G,1,64,65,0,9,9,10,22,32
PCEE00305T,3,106,109,1,21,22,2,29,31
VEEE83701C,1,66,67,0,15,15,3,27,30
PDMM890016,11,40,51,1,11,12,7,24,31
RMEE898014,6,60,66,3,21,24,8,23,31
LCTD00801A,35,59,94,3,10,13,5,20,25
BAPS370006,19,60,79,0,2,2,7,18,25
SAEE80901X,3,24,27,1,4,5,5,15,20
UDMM83702R,12,25,37,4,5,9,1,26,27
FRRH01901E,54,118,172,6,45,51,13,31,44
NOMM806021,10,31,41,4,5,9,7,23,30
CNPS07000P,27,68,95,0,2,2,6,24,30
CHEE82702V,0,64,64,0,18,18,5,21,26
BAEE88101E,2,49,51,1,10,11,9,11,20
BSEE86904L,6,62,68,1,9,10,19,18,37
SAEE8AV039,1,25,26,0,3,3,5,9,14
PAMM8AW01C,19,38,57,12,11,23,10,11,21
VCEE80702C,1,46,47,0,9,9,6,23,29
VAMM84102N,11,33,44,4,6,10,10,25,35
TVEE842043,1,60,61,0,13,13,4,21,25
RMTF12101E,91,114,205,15,23,38,16,26,42
NATF139516,49,72,121,4,25,29,0,0,0
BGEE82301G,3,63,66,1,21,22,2,21,23
LEPM01000Q,14,99,113,1,8,9,9,20,29
RMMM8DX016,6,24,30,2,9,11,4,25,29
RCMM855023,6,54,60,2,15,17,19,11,30
VCMM802028,8,22,30,5,4,9,9,23,32
UDEE81207P,3,60,63,1,10,11,5,29,34
AQRI007509,65,94,159,15,41,56,0,0,0
FEMM816014,6,25,31,1,3,4,5,18,23
CAMM87701P,11,37,48,4,14,18,12,34,46
CHRI01801R,53,102,155,8,37,45,17,23,40
LCEE823069,5,106,111,2,28,30,6,43,49
MITD51000Q,45,74,119,6,9,15,6,23,29
VEEE825016,3,89,92,0,16,16,5,38,43
PZPS08000N,23,65,88,1,4,5,0,0,0
TARF04101G,74,107,181,12,27,39,21,24,45
FIEE85103T,3,59,62,0,12,12,6,16,22
APEE818024,4,72,76,1,16,17,10,24,34
AVEE00509R,1,88,89,0,23,23,12,18,30
PAMM8AD04X,1,88,89,0,23,23,12,18,30
MEMM864014,9,21,30,4,9,13,7,17,24
NAEE8GJ026,1,36,37,0,10,10,9,7,16
CSRI066512,57,67,124,8,27,35,0,0,0
BIMM81801Q,8,30,38,4,9,13,8,22,30
MBEE835019,1,60,61,0,18,18,5,23,28
BIRI007025,1,60,61,0,18,18,5,23,28
PDEE86504N,3,63,66,1,15,16,7,18,25
OREE803016,1,31,32,0,9,9,7,16,23
TAEE838011,1,31,32,0,9,9,7,16,23
ORMM812054,8,32,40,1,8,9,2,32,34
NATF01050L,35,75,110,4,22,26,11,19,30
MSSD01451G,35,75,110,4,22,26,11,19,30
NAEE139017,5,95,100,4,33,37,8,17,25
MIMM8EK015,15,49,64,9,11,20,8,23,31
CHEE10001Q,0,24,24,0,9,9,0,0,0
BSEE8AN026,5,53,58,3,10,13,4,22,26
CTMM01300C,3,11,14,0,2,2,0,0,0
MBMM8F601X,11,37,48,3,11,14,4,29,33
SSRI022502,39,35,74,5,9,14,0,0,0
SOEE82006V,3,87,90,0,13,13,10,25,35
VTMM819014,11,25,36,3,7,10,3,20,23
CTTD03401V,25,73,98,8,24,32,10,15,25
BGRC03801A,37,91,128,4,17,21,16,18,34
VRMM830018,14,38,52,4,12,16,3,26,29
LEEE83001C,2,41,43,0,8,8,14,7,21
NAPS55000X,22,77,99,2,14,16,11,13,24
FOPM002019,47,91,138,7,21,28,14,28,42
FREE858031,0,52,52,0,21,21,3,24,27
CSMM815033,11,31,42,2,5,7,18,11,29
RNMM817018,5,45,50,0,6,6,11,24,35
LCMM808011,7,26,33,3,4,7,6,18,24
VAMM807015,4,15,19,1,4,5,2,12,14
MBEE8AM02N,7,63,70,5,15,20,7,21,28
MSEE81901A,3,47,50,1,15,16,2,27,29
LEMM84201N,5,17,22,1,6,7,9,9,18
SOEE80901V,2,43,45,0,5,5,8,18,26
SAEE89302D,2,44,46,0,13,13,10,8,18
CAEE875047,1,46,47,0,8,8,3,24,27
PGMM86001G,15,43,58,5,12,17,5,24,29
BOEE07201Q,3,67,70,1,15,16,6,19,25
VREE844028,4,53,57,2,18,20,2,18,20
FGRC008506,89,170,259,25,85,110,0,0,0
SIEE828046,0,78,78,0,26,26,7,28,35
VREE845057,6,66,72,3,13,16,4,38,42
MIEE8FA022,8,99,107,2,24,26,7,25,32
GEMM85501V,7,56,63,2,13,15,6,28,34
VIEE88405D,3,88,91,1,13,14,8,27,35
NAEE8FJ02G,2,22,24,0,2,2,13,10,23
CTEE8BC014,1,82,83,1,24,25,8,17,25
GEMM85001Q,16,64,80,4,20,24,10,35,45
TPEE83502B,4,55,59,2,22,24,6,18,24
ANMM83702T,11,36,47,4,8,12,7,28,35
FIEE83001P,1,33,34,0,4,4,3,17,20
POEE80703Q,2,47,49,0,6,6,4,27,31
VIMM86201B,10,29,39,5,10,15,4,21,25
PGEE82804X,0,41,41,0,9,9,7,20,27
CTEE8AR08Q,1,51,52,0,11,11,9,19,28
RMEE71101G,1,51,52,0,11,11,9,19,28
PIEE81402L,4,53,57,3,21,24,6,20,26
ORTD006023,4,53,57,3,21,24,6,20,26
GEEE86001B,5,77,82,1,16,17,9,21,30
TOEE8B701D,6,67,73,5,21,26,11,32,43
CERH03201V,50,108,158,8,39,47,23,22,45
RMEE8GM01G,2,114,116,1,32,33,6,23,29
TOEE89303E,2,49,51,0,13,13,4,28,32
BNRC00802R,2,49,51,0,13,13,4,28,32
ALTF08050C,54,88,142,3,5,8,14,39,53
AVEE70301V,54,88,142,3,5,8,14,39,53
TOMM8A101V,10,33,43,4,15,19,11,23,34
PGMM21300Q,20,62,82,5,11,16,6,13,19
LEEE881019,0,38,38,0,8,8,12,6,18
CAMM83001D,19,31,50,5,9,14,9,22,31
SRSD016014,46,75,121,6,15,21,24,20,44
BNMM86001P,5,25,30,0,13,13,4,23,27
CSEE84802A,1,16,17,0,2,2,13,11,24
VEMM846016,5,16,21,1,2,3,7,16,23
FIEE813033,7,77,84,2,18,20,10,21,31
TOEE887015,4,81,85,1,28,29,11,29,40
RNMM80902A,12,34,46,4,12,16,3,28,31
FGEE851013,1,21,22,0,2,2,3,14,17
CNTL02202N,34,81,115,4,10,14,5,30,35
SAEE8AQ04T,0,15,15,0,1,1,3,9,12
TVEE854016,2,78,80,0,21,21,10,21,31
PAEE87801R,3,29,32,1,9,10,12,8,20
LTEE855046,4,59,63,2,18,20,13,15,28
TOMM8BV01R,12,42,54,3,13,16,9,35,44
ALEE80606R,3,44,47,1,7,8,1,27,28
MOMM816017,4,16,20,0,3,3,6,16,22
SARA01011N,71,113,184,10,50,60,25,20,45
CEEE8A806G,2,42,44,1,6,7,12,10,22
RIEE82502R,5,80,85,2,24,26,5,32,37
LTEE805023,3,52,55,2,21,23,6,21,27
RCEE846018,4,46,50,0,7,7,18,11,29
ATEE70001R,4,46,50,0,7,7,18,11,29
CSEE8AM038,1,84,85,0,21,21,16,12,28
CEEE8AR016,4,68,72,2,20,22,13,14,27
ALMM83601A,19,33,52,5,13,18,7,19,26
RERI011018,104,104,208,11,15,26,20,46,66
PDEE85303A,2,63,65,1,13,14,6,26,32
ARMM834015,8,26,34,4,10,14,2,24,26
AQEE83901P,1,33,34,1,10,11,8,15,23
SSEE70201T,1,33,34,1,10,11,8,15,23
SSEE84002E,1,33,34,1,10,11,8,15,23
TPEE058003,3,57,60,1,15,16,13,7,20
NAEE8BW017,3,53,56,1,10,11,16,10,26
GOMM813019,7,33,40,2,7,9,4,20,24
BSMM87501Q,20,34,54,1,6,7,3,26,29
APEE83502T,5,79,84,2,15,17,3,34,37
PDRH01000G,39,66,105,6,20,26,15,20,35
CLTD00352L,38,67,105,8,17,25,0,0,0
CZTA02154G,39,55,94,5,23,28,0,0,0
SAEE8A504A,3,44,47,1,14,15,12,11,23
AVMM873011,18,31,49,2,6,8,10,18,28
PVEE81101N,4,57,61,3,18,21,4,21,25
TPEE80901T,3,42,45,1,13,14,6,15,21
TATD039015,70,117,187,13,50,63,26,24,50
COEE80604Q,2,27,29,1,3,4,3,17,20
LCMM829012,7,35,42,2,9,11,2,20,22
NAMM8D2014,6,24,30,3,12,15,11,12,23
PTEE82803E,4,90,94,1,26,27,4,33,37
MBMM866021,9,33,42,2,5,7,4,22,26
NAEE10300B,1,121,122,0,46,46,18,13,31
CNEE85302E,1,49,50,0,14,14,5,21,26
RIMM80901R,8,13,21,3,2,5,1,17,18
VCPS01701E,25,56,81,2,9,11,7,15,22
CNEE86204B,3,123,126,0,46,46,12,46,58
RMPS24000N,24,68,92,2,4,6,8,18,26
MSRI006023,72,133,205,19,53,72,15,29,44
NAMM8D1018,10,23,33,4,9,13,11,15,26
SAEE8A0069,1,48,49,0,12,12,12,12,24
BSEE84201D,2,35,37,2,6,8,7,16,23
PDEE838027,5,71,76,1,13,14,5,28,33
BGEE88002R,3,44,47,0,8,8,1,23,24
CAEE89302P,3,44,47,0,8,8,1,23,24
MEMM849023,9,16,25,3,2,5,13,12,25
BSMM88802V,3,28,31,0,4,4,2,23,25
CLMM029001,23,76,99,10,30,40,7,16,23
AQTD08000L,8,25,33,2,7,9,1,8,9
MIEE8AU02C,10,68,78,5,17,22,7,21,28
CSTA06450D,59,82,141,5,36,41,0,0,0
UDPM01901R,37,81,118,7,9,16,8,23,31
AGMM82901L,16,40,56,6,15,21,17,12,29
FRRH007029,16,40,56,6,15,21,17,12,29
GETD030508,16,40,56,6,15,21,17,12,29
CSTD07301A,52,80,132,8,30,38,24,15,39
SSMM82008E,11,31,42,0,4,4,10,25,35
PAEE8AS027,3,59,62,1,14,15,16,12,28
FREE82504P,1,56,57,0,17,17,2,26,28
PCMM819026,8,16,24,2,1,3,8,17,25
COEE83502N,1,60,61,0,16,16,5,18,23
FGMM81602Q,3,28,31,0,6,6,4,12,16
MOMM85001P,9,32,41,1,9,10,12,24,36
CTEE867074,9,79,88,3,39,42,11,15,26
BLEE81402C,2,40,42,0,5,5,5,12,17
TRMM81401D,5,31,36,1,7,8,1,17,18
FRMM856016,11,44,55,5,7,12,6,24,30
BARH024501,66,84,150,8,24,32,0,0,0
VCPS021016,48,72,120,9,14,23,13,21,34
BRMM80801D,9,16,25,2,2,4,10,12,22
SAMM887014,9,27,36,1,7,8,5,16,21
GREE828028,3,41,44,0,9,9,7,18,25
AQEE829036,3,49,52,0,13,13,1,26,27
BOMM82201L,13,43,56,3,10,13,6,11,17
RCMM870014,3,33,36,0,12,12,10,5,15
LOEE81204E,3,82,85,1,16,17,7,28,35
PZEE829022,2,33,35,0,7,7,11,12,23
PETD070011,2,33,35,0,7,7,11,12,23
CHMM81902V,6,23,29,1,8,9,6,21,27
LUEE81301C,2,42,44,1,9,10,2,22,24
RMMM8DL01V,5,24,29,2,6,8,9,29,38
BNEE819048,1,26,27,0,8,8,8,11,19
CTPM03000Q,30,157,187,2,34,36,19,25,44
CSMM85402L,5,14,19,1,3,4,5,15,20
RNEE818015,1,94,95,0,28,28,7,30,37
MIMM8FX01V,16,50,66,3,6,9,9,20,29
ALEE81605A,3,52,55,0,15,15,8,25,33
BGMM862015,6,20,26,2,5,7,5,16,21
BGMM84903R,15,31,46,5,9,14,5,17,22
ANMM80401D,7,25,32,1,8,9,3,27,30
ANTD00401V,38,63,101,6,14,20,10,29,39
CATF031022,103,88,191,10,25,35,21,23,44
REEE826029,1,39,40,1,4,5,1,22,23
ANMM843014,8,36,44,2,12,14,3,29,32
PAEE81604L,3,47,50,2,8,10,19,8,27
VRPC020003,28,79,107,0,0,0,8,20,28
SSEE02501C,7,87,94,4,29,33,2,28,30
RMEE820017,4,64,68,1,20,21,5,19,24
FREE843015,3,52,55,0,11,11,6,27,33
BAEE55901P,3,52,55,0,11,11,6,27,33
CTEE82604P,2,46,48,1,9,10,2,25,27
BAMM06300X,15,45,60,3,7,10,4,10,14
ANRH01901E,64,113,177,14,38,52,21,40,61
UDEE856038,8,95,103,3,21,24,4,23,27
RMMM892014,8,48,56,2,14,16,7,13,20
MOEE82901A,1,63,64,0,13,13,3,26,29
CAEE016019,5,25,30,0,3,3,0,0,0
ORRA00851R,33,66,99,6,6,12,0,0,0
LEMM8AP044,14,21,35,3,4,7,11,11,22
BAEE162013,4,55,59,1,14,15,6,18,24
GEEE861028,2,58,60,2,5,7,9,17,26
VIEE89001L,2,37,39,0,5,5,3,22,25
PIMM824037,7,23,30,2,5,7,6,19,25
PSEE831015,3,43,46,1,9,10,7,30,37
CTRA016013,69,100,169,7,46,53,19,21,40
CTMM836015,2,30,32,1,9,10,6,19,25
NUEE82403T,2,29,31,1,7,8,3,15,18
PDPM001015,49,86,135,9,8,17,8,19,27
RMEE847028,9,80,89,2,25,27,8,16,24
BLEE831026,4,68,72,2,19,21,9,21,30
PGEE833029,3,38,41,0,11,11,2,17,19
TOEE8BR015,7,73,80,5,24,29,7,34,41
CSEE86301B,2,18,20,1,2,3,9,6,15
MCEE83102N,3,32,35,1,7,8,3,25,28
FEEE823029,8,59,67,0,13,13,8,20,28
TOPS04301X,62,73,135,10,12,22,14,17,31
VREE861011,1,46,47,0,6,6,4,17,21
VEPC050007,42,72,114,0,1,1,8,21,29
LTEE81502N,3,80,83,2,27,29,7,24,31
PNEE828012,2,75,77,0,13,13,2,31,33
TVEE86102A,2,47,49,0,6,6,3,21,24
AREE826028,3,34,37,0,9,9,3,14,17
VREE81403D,2,53,55,1,19,20,4,22,26
ATMM810028,13,38,51,4,11,15,4,30,34
BGTF023016,42,55,97,3,8,11,13,21,34
VREE86802R,9,107,116,4,24,28,5,35,40
RCEE843051,1,48,49,1,10,11,9,18,27
BNEE83705V,2,48,50,1,13,14,13,11,24
ATEE81505G,4,49,53,0,12,12,10,31,41
NAEE03801E,2,107,109,1,20,21,13,19,32
LUMM814017,7,15,22,0,4,4,4,16,20
GOEE814049,5,55,60,3,18,21,6,16,22
SPMM814017,10,51,61,1,18,19,6,27,33
RMSL04801C,37,108,145,8,31,39,10,26,36
BSEE854072,3,71,74,0,12,12,6,33,39
MSRH01050E,35,86,121,6,30,36,23,46,69
TPEE82101C,3,103,106,1,29,30,21,11,32
TREE816016,6,41,47,1,9,10,6,23,29
COTF00401G,50,85,135,7,24,31,19,25,44
GEEE854014,5,85,90,2,18,20,8,27,35
SAEE162105,5,85,90,2,18,20,8,27,35
TPMM810011,9,47,56,3,14,17,6,13,19
FRPM12000T,14,51,65,0,8,8,0,0,0
APMM805076,5,16,21,0,1,1,0,0,0
PRPS007019,51,61,112,3,5,8,14,22,36
CSPS02701R,29,39,68,3,6,9,16,6,22
CEMM86201B,9,28,37,1,13,14,12,7,19
TATD02101X,70,80,150,11,18,29,10,26,36
PZMM848019,7,21,28,0,5,5,9,17,26
FREE829031,1,46,47,1,6,7,10,35,45
NAMM8CZ018,4,20,24,2,4,6,7,13,20
PTTA010004,33,75,108,11,30,41,20,32,52
SAEE8A0036,1,48,49,0,12,12,12,12,24
RGPM00401G,55,97,152,2,10,12,16,19,35
AVEE81204N,4,59,63,2,22,24,6,21,27
SIRH03050N,26,54,80,11,15,26,9,14,23
PDEE84302P,3,53,56,0,8,8,2,26,28
TOEE8CG036,6,87,93,2,15,17,1,50,51
PAEE8AQ037,2,58,60,1,14,15,13,12,25
PVEE81601R,3,38,41,0,8,8,3,18,21
BAEE89402N,2,58,60,0,13,13,4,17,21
PAEE054008,5,63,68,4,29,33,9,12,21
RCEE83203C,3,55,58,1,10,11,15,15,30
TVMM833014,4,30,34,0,4,4,4,23,27
FEMM815029,10,31,41,3,5,8,6,28,34
TEPC01201L,43,81,124,3,20,23,3,15,18
VEPS002012,48,84,132,5,9,14,10,28,38
BREE04000A,1,78,79,0,28,28,6,20,26
GRRC00301X,1,78,79,0,28,28,6,20,26
AQEE82601L,2,33,35,1,9,10,6,22,28
FGEE86203G,4,83,87,3,35,38,11,12,23
SVTH009019,74,112,186,8,18,26,17,35,52
MOEE85002R,5,92,97,1,21,22,12,24,36
NAEE8AF01L,4,53,57,1,20,21,11,11,22
RCEE862049,2,51,53,1,14,15,20,5,25
NAEE8AW01D,0,20,20,0,7,7,4,11,15
AVEE00500B,1,88,89,0,23,23,12,18,30
CREE812046,5,74,79,3,19,22,7,27,34
BAMM81901T,2,33,35,1,12,13,7,15,22
VTPS00401X,26,79,105,1,22,23,6,17,23
RCEE821065,0,47,47,0,11,11,18,8,26
PAEE85301C,0,42,42,0,12,12,10,8,18
RNRI010007,47,58,105,2,17,19,11,18,29
MOMM81302R,7,16,23,2,4,6,1,21,22
AQEE81903G,1,9,10,0,2,2,1,8,9
COMM84201P,3,29,32,1,7,8,4,19,23
MEEE83304L,3,57,60,0,16,16,9,24,33
POTL002019,66,127,193,13,37,50,14,25,39
COMM846012,7,37,44,0,10,10,4,22,26
SVEE803029,2,50,52,0,11,11,5,28,33
MBMM8F5014,12,53,65,5,15,20,6,26,32
MSEE81202L,0,48,48,0,19,19,2,20,22
TVEE813032,1,66,67,0,10,10,5,27,32
PEEE83901L,0,34,34,0,13,13,5,16,21
PIEE82602V,3,62,65,1,19,20,4,24,28
SSRH018521,45,61,106,13,19,32,0,0,0
MEMM834029,3,27,30,0,5,5,11,13,24
RMMM8DZ03X,20,48,68,11,16,27,11,24,35
MISL020003,22,83,105,1,18,19,13,14,27
RMMM8FG01B,3,37,40,0,13,13,5,22,27
TOEE81803R,4,36,40,0,4,4,13,20,33
CSEE850019,3,29,32,1,7,8,8,15,23
AGRI01750D,56,73,129,3,13,16,0,0,0
VEEE855056,0,63,63,0,15,15,9,28,37
TAEE84601X,2,38,40,1,10,11,7,15,22
NOEE820039,1,62,63,1,15,16,15,23,38
TVEE862037,3,54,57,0,11,11,6,21,27
MSEE822038,4,62,66,1,20,21,4,23,27
TEEE83501X,0,61,61,0,24,24,4,26,30
MSEE81704T,1,68,69,0,24,24,3,26,29
NAEE8EU03D,2,77,79,0,32,32,10,17,27
VTEE82402N,1,45,46,0,12,12,6,14,20
BNMM849032,9,29,38,2,4,6,7,17,24
BRMM83101E,14,40,54,3,11,14,14,17,31
SAEE8AK01Q,0,21,21,0,1,1,5,9,14
PATD01301A,46,59,105,7,17,24,25,9,34
GREE81102V,2,64,66,1,15,16,4,24,28
MIPS012018,45,100,145,5,3,8,7,31,38
RMEE85802P,6,60,66,2,16,18,3,25,28
NUMM823031,5,11,16,0,0,0,6,13,19
PAEE830083,5,33,38,0,3,3,11,13,24
PZEE85902T,0,37,37,0,3,3,7,17,24
CSEE8AG01N,1,66,67,1,23,24,12,11,23
VIMM80902G,9,35,44,3,7,10,4,20,24
VETD030001,33,77,110,2,8,10,10,24,34
TREE00918V,2,61,63,0,21,21,4,19,23
FOEE821015,3,50,53,1,12,13,1,22,23
BORA00601T,60,88,148,10,35,45,16,20,36
MCMM00200G,4,28,32,1,6,7,0,0,0
VTEE81702E,4,42,46,1,15,16,5,24,29
CTEE8A6011,2,61,63,0,26,26,6,22,28
BSEE89302B,6,86,92,0,17,17,7,31,38
BRMM83201A,12,28,40,1,8,9,6,20,26
BSMM881013,15,43,58,5,7,12,3,25,28
PGMM85301C,11,31,42,4,11,15,5,22,27
RMMM8A701A,12,39,51,7,15,22,5,28,33
APEE818035,4,72,76,1,16,17,10,24,34
CSPS020001,13,47,60,0,3,3,7,17,24
RGTD03002X,29,66,95,0,6,6,13,18,31
CREE805021,8,95,103,3,25,28,5,41,46
NOTA00301B,51,91,142,9,41,50,19,18,37
SAEE838021,3,75,78,0,24,24,8,22,30
PSEE83605C,1,44,45,1,11,12,4,23,27
LCMM806019,8,15,23,1,3,4,6,14,20
CAEE817014,0,20,20,0,5,5,5,10,15
ARMM83202E,4,22,26,2,5,7,3,17,20
MIPS08101P,22,78,100,3,7,10,12,17,29
TOEE8BK01A,4,76,80,1,15,16,8,28,36
ARRA01602Q,32,44,76,5,14,19,20,36,56
LEEE89801P,2,34,36,1,10,11,12,9,21
RMTA06050X,63,110,173,29,49,78,24,19,43
ATMM809013,14,30,44,3,3,6,9,17,26
CARC00251R,57,142,199,21,66,87,0,0,0
MIMM8B3026,23,30,53,5,7,12,5,29,34
CSMM81803E,5,26,31,0,4,4,8,17,25
UDMM843013,5,28,33,1,8,9,8,24,32
GEEE834031,2,70,72,0,19,19,3,19,22
MBEE8B101B,3,67,70,0,14,14,6,20,26
BSEE860046,3,36,39,0,7,7,2,15,17
RMEE870029,2,48,50,0,10,10,4,24,28
NAEE8EL01G,1,14,15,1,4,5,4,13,17
CTEE09000V,3,48,51,0,16,16,10,11,21
APEE82404D,2,57,59,0,18,18,8,21,29
PCEE00301N,3,106,109,1,21,22,2,29,31
BAPS36000G,16,83,99,1,4,5,9,17,26
CEEE86801B,0,55,55,0,11,11,13,17,30
FRTD01901L,54,118,172,6,45,51,13,31,44
NOEE806044,6,54,60,3,13,16,7,23,30
RGMM07700P,6,54,60,3,13,16,7,23,30
SAEE8AV04A,1,25,26,0,3,3,5,9,14
TVEE842054,1,60,61,0,13,13,4,21,25
RIPC009017,16,75,91,0,1,1,7,34,41
GEEE85004X,7,89,96,3,24,27,10,35,45
NAEE8DS015,3,53,56,2,19,21,12,9,21
LEPC03000R,47,89,136,1,5,6,12,22,34
PDEE89404N,5,72,77,4,11,15,8,32,40
CEMM85901G,5,20,25,1,1,2,10,7,17
ALEE833032,1,77,78,0,25,25,8,28,36
PGEE00201N,8,92,100,2,31,33,13,26,39
CSEE8AX02P,0,38,38,0,10,10,5,13,18
TVEE841036,2,51,53,0,15,15,5,20,25
PDEE890039,6,72,78,0,11,11,7,24,31
LCPS00901A,66,65,131,0,1,1,21,24,45
CHTH018015,53,102,155,8,37,45,17,23,40
LERC04201Q,71,101,172,6,28,34,15,18,33
RCPS060002,18,44,62,0,4,4,16,9,25
MNMM81001G,21,73,94,11,25,36,4,39,43
CAMM83003G,19,31,50,5,9,14,9,22,31
VAEE84106V,6,75,81,2,17,19,10,25,35
FIMM85101P,5,16,21,0,3,3,6,16,22
FEEE82201C,4,51,55,1,11,12,2,23,25
MIMM8EA019,4,17,21,0,4,4,3,18,21
CHEE84302R,3,97,100,0,36,36,6,26,32
MORI02000L,48,60,108,4,15,19,21,27,48
PEEE83201T,3,77,80,1,14,15,8,22,30
MEEE864037,4,58,62,2,23,25,7,17,24
MTEE83502C,2,54,56,0,11,11,15,14,29
BGMM82302G,10,33,43,5,5,10,2,21,23
CSRI06601L,57,67,124,8,27,35,18,13,31
FGEE848017,3,27,30,0,8,8,9,8,17
NAEE8BW028,3,53,56,1,10,11,16,10,26
FIEE85201G,2,64,66,0,14,14,11,20,31
CREE817038,3,59,62,2,18,20,10,23,33
ORMM803037,7,15,22,0,2,2,7,16,23
NATD35050B,7,15,22,0,2,2,7,16,23
GOMM80501A,6,23,29,1,6,7,3,23,26
MSRI014011,62,107,169,15,42,57,10,22,32
CHEE10000P,0,24,24,0,9,9,0,0,0
SVMM804024,2,14,16,0,2,2,5,9,14
TOEE84802G,0,35,35,0,8,8,3,17,20
SSTD02251N,39,35,74,5,9,14,0,0,0
COMM80401X,6,20,26,3,7,10,6,17,23
BGEE83201A,3,62,65,1,10,11,2,25,27
MSEE81904D,3,47,50,1,15,16,2,27,29
BREE818026,3,81,84,0,26,26,10,22,32
MEEE84703D,1,44,45,0,8,8,12,13,25
PDEE86501E,3,63,66,1,15,16,7,18,25
AGEE71101G,3,63,66,1,15,16,7,18,25
APEE83503V,5,79,84,2,15,17,3,34,37
PDPM01000V,22,50,72,0,1,1,5,20,25
LIMM813022,23,57,80,5,14,19,5,26,31
REEE81604R,1,27,28,0,1,1,6,14,20
FRMM85202X,12,18,30,3,4,7,6,20,26
FGEE878035,3,55,58,1,17,18,12,20,32
MBEE8BQ03R,6,67,73,3,7,10,4,26,30
FGPM00701E,42,59,101,6,16,22,15,9,24
CTMM029002,11,54,65,0,12,12,4,8,12
VIEE81005X,2,68,70,2,14,16,6,27,33
VAEE81701R,4,54,58,1,18,19,5,13,18
CTEE86101V,2,42,44,0,12,12,3,19,22
RMEE81001L,5,61,66,1,23,24,8,14,22
MITA036016,41,90,131,9,22,31,8,18,26
BREE812016,1,73,74,0,24,24,12,14,26
MEEE886023,1,72,73,1,17,18,16,28,44
BAMM85201D,9,27,36,6,10,16,9,12,21
PZMM852022,4,16,20,0,0,0,9,16,25
VREE830019,7,78,85,3,14,17,3,26,29
LEEE829029,1,51,52,0,17,17,9,13,22
MIMM8D9019,9,48,57,3,13,16,11,18,29
BSEE88904T,5,72,77,0,13,13,11,20,31
GEEE86004E,5,77,82,1,16,17,9,21,30
VRMM844016,7,27,34,2,5,7,2,18,20
CSMM851047,7,50,57,0,9,9,16,21,37
ANMM80303Q,12,44,56,5,13,18,3,34,37
AVMM70401N,12,44,56,5,13,18,3,34,37
PGMM21400G,18,90,108,4,30,34,3,17,20
NUEE880014,0,43,43,0,5,5,3,20,23
SRPM01601P,46,75,121,6,15,21,24,20,44
MCMM821011,3,25,28,1,8,9,3,18,21
MOMM81901P,9,38,47,5,11,16,7,26,33
ALMM09800N,9,38,47,5,11,16,7,26,33
PNEE815043,2,81,83,1,15,16,1,27,28
RMEE8DT032,1,60,61,0,22,22,4,19,23
CTMM8BC013,3,10,13,1,5,6,8,17,25
LEEE00100C,1,38,39,0,7,7,12,8,20
RGEE81005D,1,43,44,0,11,11,16,17,33
RIEE82004Q,1,58,59,0,12,12,1,40,41
FIEE813022,7,77,84,2,18,20,10,21,31
MEEE86704Q,5,61,66,0,27,27,16,15,31
FGPC023018,46,124,170,8,33,41,16,17,33
GREE70101A,46,124,170,8,33,41,16,17,33
PGEE82802T,0,41,41,0,9,9,7,20,27
PGMM025008,8,20,28,3,9,12,0,0,0
TVMM855011,7,19,26,1,6,7,4,14,18
PGEE87004A,2,57,59,0,18,18,2,32,34
TOEE8BV03X,3,116,119,0,35,35,9,35,44
PVEE82504P,2,91,93,2,25,27,9,32,41
VIMM84402V,6,18,24,1,3,4,4,14,18
VIEE83701Q,0,40,40,0,5,5,3,16,19
MOEE816018,1,33,34,0,5,5,6,16,22
BNPS008017,55,91,146,8,9,17,14,14,28
ALTF080003,54,88,142,3,5,8,14,39,53
TOEE8A101X,5,61,66,2,19,21,11,23,34
SARA01050E,71,113,184,10,50,60,25,20,45
UDEE83702T,1,60,61,0,15,15,1,26,27
CAEE016008,5,25,30,0,3,3,0,0,0
BSEE86905N,6,62,68,1,9,10,19,18,37
LIRI00101D,38,70,108,9,18,27,6,15,21
CSEE8AM027,1,84,85,0,21,21,16,12,28
NAEE147403,2,86,88,0,27,27,10,15,25
TPMM82501P,19,64,83,6,16,22,10,20,30
PVMM830012,18,49,67,9,15,24,4,29,33
NAEE183008,18,49,67,9,15,24,4,29,33
CAEE046004,1,59,60,0,19,19,8,16,24
AQEE83903R,1,33,34,1,10,11,8,15,23
VBTD002012,46,75,121,4,17,21,9,20,29
BAMM059008,12,58,70,0,9,9,2,15,17
UDEE856049,8,95,103,3,21,24,4,23,27
TAEE815029,1,30,31,0,9,9,4,12,16
UDMM848016,5,33,38,1,2,3,7,25,32
GEEE82404B,3,55,58,1,10,11,3,25,28
CRPS00901Q,69,113,182,5,9,14,21,42,63
CZSL02101E,69,113,182,5,9,14,21,42,63
BGPS016011,68,75,143,2,4,6,13,28,41
BNMM843011,2,29,31,0,11,11,7,17,24
NAEE8DC011,4,81,85,2,28,30,4,24,28
IMMM81701G,8,30,38,2,5,7,6,23,29
ATMM70001Q,8,30,38,2,5,7,6,23,29
RMEE8E201P,3,43,46,2,16,18,3,12,15
AVRI00901C,23,48,71,4,9,13,9,8,17
ALEE82805L,4,94,98,3,39,42,10,25,35
