CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
PRMM839028,12,31,43,3,7,10,10,27,37
LUTH018513,83,95,178,7,31,38,0,0,0
BGMM859019,16,36,52,5,10,15,6,19,25
MIMM8CZ01G,8,32,40,3,14,17,11,17,28
AVEE86801E,3,31,34,1,6,7,9,12,21
BAEE88601N,1,68,69,0,28,28,5,18,23
FIRA00701Q,55,84,139,13,32,45,17,30,47
RCMM82901D,16,25,41,4,3,7,15,14,29
SOTD00801B,59,68,127,6,12,18,7,23,30
PVEE81903A,13,74,87,11,19,30,11,24,35
FOEE813027,3,33,36,1,10,11,7,19,26
PNEE82302X,1,49,50,0,10,10,4,21,25
NUEE86904C,2,56,58,0,15,15,3,23,26
FGMM86001R,13,51,64,4,12,16,6,12,18
BSTD024018,33,122,155,1,1,2,17,27,44
RGEE035071,33,122,155,1,1,2,17,27,44
SORH00203C,27,63,90,3,13,16,8,27,35
PVEE82605G,27,63,90,3,13,16,8,27,35
NOEE80901C,1,62,63,0,15,15,8,26,34
VVRC00951G,54,52,106,9,12,21,0,0,0
RETN008011,48,104,152,13,27,40,20,24,44
CREE813042,4,62,66,2,14,16,6,32,38
FGEE87901V,3,53,56,0,16,16,18,5,23
METD023017,52,100,152,8,36,44,19,24,43
NAEE8GN03E,0,38,38,0,12,12,5,11,16
BAEE17801L,1,65,66,0,25,25,1,20,21
VRMM84801D,2,19,21,0,6,6,3,21,24
PIEE82203L,3,56,59,0,16,16,4,30,34
CBTA02401Q,32,48,80,3,14,17,6,5,11
PATF01801Q,41,34,75,2,4,6,12,13,25
VIEE880012,4,54,58,2,9,11,10,29,39
PTEE81404N,2,80,82,2,26,28,3,26,29
CAEE848094,2,71,73,0,15,15,11,38,49
VAEE83303R,3,61,64,2,18,20,5,24,29
CTTD01151G,42,69,111,3,16,19,0,0,0
RETD09000V,31,79,110,2,10,12,11,32,43
CLMM83201R,13,45,58,3,8,11,10,11,21
FREE81702N,1,46,47,0,14,14,6,24,30
SRRH040007,50,73,123,8,23,31,26,23,49
APTF01051C,85,96,181,4,8,12,0,0,0
FREE80404N,1,39,40,1,11,12,4,15,19
MIEE8DK021,3,67,70,1,15,16,3,22,25
FIEE820047,6,65,71,2,9,11,12,28,40
VAEE82106N,1,93,94,0,24,24,9,28,37
BGEE80703Q,12,70,82,7,23,30,9,20,29
ANMM82501E,1,25,26,0,11,11,2,17,19
PTEE82002V,1,76,77,0,33,33,3,25,28
RCTF01701V,52,78,130,6,27,33,21,12,33
PGTA020003,11,18,29,1,5,6,1,9,10
NATN078016,76,146,222,11,47,58,25,20,45
TVEE86501L,2,87,89,0,22,22,7,29,36
NUTA014013,57,61,118,3,12,15,14,16,30
TOMM8BN01R,8,44,52,2,15,17,8,31,39
CAEE039001,3,69,72,2,27,29,5,16,21
MIMM822019,12,27,39,5,8,13,5,22,27
BAEE046007,2,75,77,1,17,18,4,20,24
BNEE84806A,0,41,41,0,6,6,3,20,23
MOMM824016,11,27,38,3,7,10,7,23,30
NAEE863016,1,31,32,0,6,6,11,12,23
PSEE83502D,0,32,32,0,5,5,7,22,29
NAEE32300A,6,94,100,3,31,34,13,18,31
BARC04651N,48,148,196,9,70,79,0,0,0
MTMM816022,48,148,196,9,70,79,0,0,0
VREE066015,0,29,29,0,6,6,0,0,0
BATF06701V,64,83,147,5,18,23,24,19,43
MIMM8BV01N,15,39,54,8,13,21,1,30,31
VREE865018,3,64,67,1,13,14,3,29,32
AQEE831025,2,48,50,0,11,11,5,17,22
VREE88002B,1,34,35,1,4,5,4,16,20
BGPM03401G,39,87,126,3,4,7,5,29,34
GEMM80501T,10,24,34,0,5,5,7,26,33
LUEE822017,1,26,27,0,4,4,4,18,22
RMMM8FT014,7,57,64,1,7,8,13,11,24
APPC01000R,12,58,70,1,3,4,7,21,28
ENEE09113L,4,48,52,0,5,5,9,9,18
RMEE8ES02Q,6,56,62,2,14,16,3,15,18
CAMM81801V,14,28,42,3,9,12,4,24,28
LEPS01201B,14,28,42,3,9,12,4,24,28
ISMM82603N,10,29,39,2,5,7,6,22,28
TOEE896021,3,68,71,1,22,23,5,24,29
CAEE896037,1,50,51,1,17,18,4,18,22
CZMM84603E,7,20,27,1,3,4,10,10,20
BOTD06000Q,7,20,27,1,3,4,10,10,20
LEMM816015,8,24,32,1,1,2,9,18,27
MIEE8D0032,9,88,97,4,21,25,3,30,33
TSEE80901E,3,44,47,1,9,10,6,16,22
MNEE820017,2,52,54,0,11,11,10,25,35
VEEE87403D,5,87,92,2,22,24,3,36,39
GRMM831012,9,32,41,3,5,8,6,27,33
RMEE8F202A,7,77,84,0,27,27,6,24,30
FIMM841014,10,27,37,4,6,10,12,15,27
BSEE8AD07G,2,66,68,0,12,12,9,24,33
VTPS00701B,2,66,68,0,12,12,9,24,33
LCMM80403Q,2,30,32,0,7,7,1,18,19
PAEE85801G,5,53,58,1,14,15,14,14,28
RMMM821012,8,33,41,4,2,6,6,17,23
BGEE8AE02N,2,75,77,0,18,18,10,24,34
VERI02101L,68,80,148,11,21,32,18,30,48
TOEE857019,3,40,43,2,7,9,4,23,27
TRRI00251B,51,94,145,5,30,35,0,0,0
CNEE84902V,2,44,46,0,9,9,7,20,27
TVEE884045,2,90,92,2,31,33,6,33,39
TPEE82003P,2,67,69,1,14,15,11,11,22
SAEE89703T,1,54,55,0,11,11,10,13,23
TOTD05000T,50,110,160,6,38,44,12,24,36
TOMM85602D,2,37,39,0,6,6,9,21,30
SSMM82901N,15,52,67,6,23,29,9,16,25
RMEE8A9035,2,75,77,1,28,29,4,26,30
CHEE820013,1,50,51,0,13,13,0,0,0
RAMM80601G,9,48,57,3,13,16,10,23,33
BAEE87902G,1,46,47,0,15,15,10,11,21
PDMM84901G,18,39,57,1,9,10,3,13,16
ALEE812042,3,39,42,1,13,14,11,16,27
VTEE822055,3,79,82,1,27,28,13,33,46
BARI05001L,63,67,130,5,33,38,24,14,38
SIMM81801B,8,24,32,2,4,6,0,20,20
IMEE80802V,5,44,49,2,6,8,3,23,26
CHEE81607N,3,31,34,0,5,5,10,16,26
RMEE8DY057,2,63,65,0,24,24,5,17,22
ROEE81905T,3,41,44,1,9,10,3,20,23
CTTD20000C,3,41,44,1,9,10,3,20,23
RMEE8FE01R,2,90,92,1,28,29,8,18,26
CASL013016,23,49,72,6,10,16,6,14,20
SORI00801R,59,68,127,6,12,18,7,23,30
PVMM819028,17,32,49,8,13,21,11,24,35
VEEE85301A,1,40,41,0,10,10,7,16,23
BOEE86602C,6,74,80,2,14,16,6,28,34
CERH010001,6,74,80,2,14,16,6,28,34
MIEE8GH01A,15,96,111,7,27,34,9,22,31
RMEE8FN01R,2,72,74,1,22,23,4,25,29
SPEE822039,1,100,101,1,28,29,6,39,45
FIMM809029,4,24,28,1,5,6,1,18,19
VEMM855022,10,30,40,5,3,8,9,28,37
SSMM80806T,12,32,44,4,9,13,4,27,31
NAPM11201Q,12,32,44,4,9,13,4,27,31
NAEE8GF029,1,64,65,1,19,20,14,10,24
VAMM83301N,10,34,44,2,13,15,5,24,29
BGMM817017,8,19,27,2,4,6,2,18,20
BAEE168001,2,59,61,0,18,18,14,7,21
CAEE863063,4,66,70,0,27,27,14,16,30
MEEE87601B,2,61,63,1,16,17,13,17,30
TPRH040003,56,68,124,17,23,40,25,15,40
IMTA00651D,36,64,100,2,12,14,0,0,0
MSEE70001C,36,64,100,2,12,14,0,0,0
CEMM81503X,11,15,26,3,1,4,8,16,24
CEEE8BE06P,3,72,75,0,15,15,15,18,33
CRMM803028,8,21,29,2,7,9,5,18,23
VBEE81602L,0,39,39,0,9,9,15,18,33
PSEE840043,2,87,89,1,19,20,4,31,35
RGEE833023,3,27,30,0,9,9,10,14,24
NUMM86202E,9,23,32,1,3,4,8,18,26
TASL03101G,9,23,32,1,3,4,8,18,26
LIEE80802G,1,44,45,0,15,15,7,16,23
SAEE81801P,0,37,37,0,9,9,11,10,21
NAMM62600B,18,48,66,1,12,13,5,11,16
BLTD00101N,41,46,87,4,4,8,10,16,26
TVEE81704A,2,65,67,1,14,15,4,31,35
LUEE84102N,3,54,57,1,9,10,4,23,27
TOEE873017,7,99,106,5,28,33,5,28,33
LEEE8AC02Q,0,45,45,0,12,12,5,20,25
FGEE821017,0,40,40,0,9,9,10,10,20
NAEE8GT02T,4,53,57,2,14,16,12,11,23
TOEE8BM034,5,64,69,2,11,13,4,32,36
FIEE826024,7,58,65,2,7,9,8,21,29
ENRF00601C,7,58,65,2,7,9,8,21,29
RMPC180004,30,60,90,1,3,4,9,16,25
MIEE824023,4,83,87,0,13,13,12,16,28
RAEE70001R,4,83,87,0,13,13,12,16,28
PGEE81401V,2,24,26,0,5,5,1,11,12
CAEE870044,2,24,26,0,5,5,1,11,12
RMMM804018,11,25,36,2,5,7,4,20,24
NAEE31901Q,1,55,56,0,17,17,9,8,17
TOMM8BG01C,6,13,19,1,2,3,3,22,25
PAEE83703L,2,42,44,1,13,14,12,12,24
CAEE825035,3,21,24,0,6,6,6,11,17
MNMM82802T,3,21,24,0,6,6,6,11,17
CTEE881025,5,74,79,2,28,30,10,25,35
LERC037018,39,49,88,4,13,17,14,10,24
COEE82301A,3,53,56,0,14,14,2,22,24
BOMM824018,11,24,35,0,3,3,10,28,38
BLEE824023,4,40,44,2,6,8,4,19,23
BOEE817049,4,40,44,2,6,8,4,19,23
BOEE87702V,3,70,73,0,20,20,4,19,23
RMEE8ET01E,4,86,90,4,23,27,3,24,27
SSMM84301X,10,46,56,3,18,21,8,21,29
CZEE872023,2,46,48,0,8,8,11,18,29
NATD011506,58,146,204,9,43,52,0,0,0
PSEE816013,3,42,45,0,6,6,4,18,22
LEEE860018,2,45,47,2,16,18,8,15,23
AREE821025,1,56,57,0,21,21,3,23,26
ISEE82503V,2,29,31,1,4,5,8,19,27
AREE81306A,8,76,84,3,23,26,4,32,36
PSEE82802A,1,49,50,0,11,11,5,25,30
AVTL02802X,41,48,89,3,11,14,25,25,50
ENMM817013,11,26,37,2,4,6,14,10,24
CSEE19006V,4,41,45,1,12,13,13,11,24
MSMM806028,4,41,45,1,12,13,13,11,24
VVMM803015,12,34,46,1,4,5,17,13,30
NAEE8DV02N,0,39,39,0,9,9,15,13,28
SRRA021525,53,51,104,10,11,21,0,0,0
BOEE811039,2,47,49,0,6,6,6,23,29
TVTF01901D,49,69,118,3,8,11,12,22,34
TREE82003X,3,52,55,0,15,15,2,25,27
TOEE8AT02L,2,40,42,0,11,11,7,25,32
TOMM8AQ01N,8,25,33,2,7,9,7,30,37
MIEE874013,3,51,54,2,14,16,8,15,23
MTTA011516,46,65,111,6,10,16,0,0,0
TSEE81805D,4,29,33,0,2,2,7,25,32
PGEE023082,4,74,78,2,15,17,6,28,34
FGEE84702C,4,74,78,2,15,17,6,28,34
RMEE83003X,2,83,85,0,17,17,11,24,35
LTEE84901Q,0,79,79,0,39,39,7,18,25
BSEE8AK03Q,5,105,110,1,22,23,8,26,34
TOEE8BU056,5,82,87,3,21,24,6,30,36
TOMM8CA014,10,39,49,2,4,6,15,22,37
MOEE817036,12,95,107,5,29,34,8,27,35
TVMM838017,11,37,48,1,10,11,2,28,30
PREE81001L,2,33,35,0,6,6,6,18,24
TVPC01701L,20,81,101,5,19,24,7,23,30
TOEE8A0014,1,51,52,0,9,9,7,28,35
TOMM85001D,13,31,44,5,9,14,6,29,35
TOTD06401R,49,127,176,9,24,33,20,34,54
BREE02200R,2,65,67,1,14,15,6,19,25
LITA00201D,36,102,138,9,33,42,9,25,34
GRTF01150R,70,51,121,10,12,22,0,0,0
LUEE84801B,3,51,54,0,11,11,2,32,34
LOPS02000T,16,53,69,0,0,0,3,18,21
BSEE87101D,4,45,49,1,4,5,8,21,29
RMTD01351T,26,45,71,3,7,10,0,0,0
PCEE80404G,2,33,35,0,5,5,7,16,23
SREE837049,0,54,54,0,16,16,12,11,23
KRMM80301D,12,31,43,1,7,8,17,10,27
CZMM849021,15,22,37,3,2,5,18,14,32
BSMM83201T,14,21,35,3,4,7,8,8,16
CNRH02602C,71,127,198,27,38,65,16,33,49
MIEE83301R,3,74,77,0,21,21,7,26,33
PZTD02452L,25,86,111,0,17,17,0,0,0
PSRF001014,25,42,67,4,10,14,10,25,35
CEEE87402Q,3,67,70,2,16,18,19,9,28
KREE80303L,4,46,50,2,14,16,17,10,27
SAMM8B101D,6,14,20,2,2,4,11,8,19
BGEE833027,1,48,49,0,12,12,6,14,20
PAEE8AB038,3,64,67,0,18,18,11,13,24
SAEE06200R,3,64,67,0,18,18,11,13,24
CZEE843056,0,31,31,0,3,3,10,15,25
VVEE825013,5,29,34,2,8,10,9,8,17
CHEE811029,3,95,98,1,35,36,7,28,35
FEEE802017,5,52,57,2,16,18,9,23,32
CAEE885127,3,42,45,0,9,9,7,22,29
FRRH02701D,30,50,80,9,17,26,4,19,23
RMMM8FQ017,8,38,46,2,7,9,4,24,28
LTEE83202B,1,43,44,0,17,17,2,23,25
PNTA00401B,54,75,129,4,16,20,16,25,41
MBEE87101C,3,25,28,3,4,7,3,17,20
VEEE85902A,2,61,63,0,14,14,6,20,26
MIMM8EQ014,5,30,35,0,7,7,12,23,35
MOEE84301L,4,110,114,1,33,34,7,29,36
MSRA011506,4,110,114,1,33,34,7,29,36
NAEE8BF017,2,30,32,0,6,6,11,10,21
BAEE026013,2,30,32,0,6,6,11,10,21
VTEE83203N,0,31,31,0,12,12,3,17,20
PIEE83404X,4,63,67,3,24,27,3,24,27
TAMM86901G,4,63,67,3,24,27,3,24,27
BAEE847013,2,52,54,1,14,15,4,22,26
RGMM832015,11,22,33,2,3,5,10,17,27
LIMM817018,3,24,27,2,2,4,4,20,24
UDMM827026,8,27,35,1,8,9,5,19,24
CSEE89004V,2,68,70,0,20,20,8,21,29
TVEE825038,1,50,51,0,9,9,9,25,34
NARA09601G,53,101,154,12,33,45,19,23,42
NAEE8G003B,3,75,78,1,22,23,7,16,23
BLEE809054,3,49,52,0,10,10,5,16,21
AVMM87501L,16,33,49,1,3,4,13,15,28
MEEE813029,6,41,47,1,3,4,11,12,23
VIEE88408L,3,88,91,1,13,14,8,27,35
KRMM82301P,5,21,26,0,4,4,8,13,21
SOMM80401P,10,24,34,0,4,4,5,21,26
GEEE84301N,2,50,52,0,11,11,3,26,29
KRRH004501,2,50,52,0,11,11,3,26,29
TOMM86302L,19,33,52,5,11,16,11,28,39
PZEE82104D,2,64,66,0,9,9,7,26,33
RCEE868026,5,58,63,2,14,16,10,21,31
PAEE034069,5,84,89,3,26,29,10,15,25
CTMM8AQ01G,5,19,24,2,5,7,10,11,21
CHMM818023,14,29,43,4,11,15,7,34,41
BSRC03401G,48,117,165,11,28,39,14,24,38
APEE82904L,1,64,65,0,15,15,8,29,37
BAEE070048,2,68,70,1,19,20,8,15,23
CSEE85301R,3,21,24,2,6,8,5,12,17
FIEE87607A,5,102,107,2,21,23,7,48,55
PDEE82803N,4,65,69,0,12,12,6,20,26
TORC008015,59,107,166,12,24,36,14,32,46
LCEE81203Q,1,50,51,1,15,16,5,24,29
PGEE81701A,5,35,40,1,8,9,5,17,22
MISL01000C,43,108,151,1,13,14,12,21,33
VTEE80902G,0,30,30,0,8,8,4,14,18
CAMM839021,14,48,62,2,18,20,4,31,35
LIEE013002,14,48,62,2,18,20,4,31,35
MITF09601E,51,112,163,3,19,22,14,26,40
MBEE8CN01N,3,48,51,0,9,9,7,14,21
PRMM81004P,11,20,31,2,3,5,6,18,24
PEMM83801Q,7,42,49,1,14,15,7,24,31
BATD057012,30,63,93,8,24,32,10,10,20
ANEE81703P,4,67,71,1,17,18,2,36,38
ISMM81207X,8,18,26,0,5,5,7,18,25
MEMM86701G,9,38,47,1,11,12,16,15,31
PATA00801C,69,84,153,14,36,50,25,16,41
CTMM899018,9,40,49,3,23,26,5,16,21
MIPC110009,12,31,43,0,0,0,0,0,0
RMMM89401Q,4,24,28,1,7,8,4,20,24
NUEE878014,1,32,33,0,9,9,4,12,16
COMM853015,14,47,61,4,15,19,10,30,40
CSEE831065,4,57,61,3,11,14,14,9,23
IMEE814026,3,75,78,1,25,26,5,23,28
RGEE80601N,2,32,34,0,5,5,7,11,18
TOMM84701N,9,17,26,1,2,3,2,19,21
CSEE8AE056,1,53,54,0,18,18,13,13,26
PGMM83701E,12,34,46,0,8,8,3,14,17
VRRA012517,110,152,262,23,55,78,0,0,0
SSEE849032,110,152,262,23,55,78,0,0,0
TOEE8AQ02Q,5,60,65,2,16,18,7,30,37
RMEE205032,0,48,48,0,12,12,3,14,17
VBTD004502,39,80,119,7,21,28,0,0,0
TVRH01005V,60,124,184,7,50,57,15,52,67
TORC037015,50,98,148,8,14,22,23,21,44
REEE83906G,1,66,67,0,21,21,5,24,29
CTSL00801B,35,82,117,10,27,37,15,14,29
FGRI020004,54,86,140,11,39,50,12,17,29
VREE86201R,3,94,97,1,20,21,9,26,35
FIEE81703A,4,52,56,1,10,11,7,21,28
VERH02050N,40,61,101,8,17,25,11,17,28
MIEE8AQ02Q,7,69,76,4,14,18,8,27,35
SRRH04050L,50,73,123,8,23,31,26,23,49
ROMM052008,50,73,123,8,23,31,26,23,49
VTMM80403C,6,23,29,1,8,9,5,17,22
APEE839025,2,70,72,0,26,26,4,28,32
REEE84503Q,5,55,60,1,14,15,4,26,30
LTTD00401E,93,139,232,20,49,69,18,31,49
LEMM85401X,3,20,23,0,4,4,8,7,15
BGMM87202R,13,22,35,5,3,8,3,28,31
RCRI017012,52,78,130,6,27,33,21,12,33
MIMM845023,9,30,39,4,5,9,4,24,28
RCMM84403N,9,18,27,1,4,5,8,14,22
BSEE87102E,4,45,49,1,4,5,8,21,29
PAEE825029,1,30,31,0,7,7,10,12,22
MBTF05050A,47,59,106,1,11,12,10,17,27
PCMM807031,6,31,37,1,4,5,0,29,29
BIRI007014,97,131,228,30,53,83,17,39,56
NAMM8DE01G,4,22,26,2,7,9,16,14,30
CRMM82801G,10,33,43,2,13,15,2,28,30
LEEE89101X,3,64,67,0,16,16,9,19,28
LOMM80701V,5,26,31,0,5,5,4,24,28
RAMM80401X,3,34,37,0,7,7,4,27,31
RMEE877013,1,54,55,0,16,16,2,17,19
CZMM843033,11,27,38,3,3,6,10,15,25
NAEE8B401G,4,25,29,1,7,8,11,9,20
SAEE8B9015,1,10,11,0,3,3,6,12,18
CSMM849047,13,34,47,3,5,8,14,14,28
CZPM009014,23,69,92,1,16,17,11,15,26
VBMM804018,7,21,28,2,6,8,5,26,31
TVEE87305Q,6,75,81,2,22,24,6,27,33
PAEE84903V,1,62,63,0,25,25,5,14,19
KRMM82901N,12,25,37,1,5,6,14,8,22
IMEE806038,4,49,53,2,14,16,4,20,24
PSTF01000N,78,60,138,2,3,5,12,28,40
NAEE084029,78,60,138,2,3,5,12,28,40
NAEE8ED01B,4,43,47,0,16,16,14,8,22
TATF02402P,69,70,139,12,28,40,18,24,42
BNEE80401B,1,31,32,0,5,5,7,13,20
ENEE091046,4,48,52,0,5,5,9,9,18
LUTF01851G,83,95,178,7,31,38,0,0,0
LTEE83702E,5,55,60,3,21,24,10,17,27
PAEE8AR033,3,56,59,1,10,11,12,14,26
LTEE827031,0,50,50,0,19,19,4,27,31
KREE81702D,1,37,38,0,3,3,12,14,26
CAEE896015,1,50,51,1,17,18,4,18,22
ANEE835016,3,37,40,0,15,15,3,19,22
MOTF01851X,89,116,205,8,16,24,0,0,0
MIEE8D101Q,14,97,111,8,29,37,8,25,33
NAMM8E5016,28,62,90,13,20,33,8,18,26
TSEE80101X,3,66,69,2,15,17,4,18,22
COEE80108R,5,39,44,0,6,6,11,15,26
UDEE82004E,7,83,90,0,13,13,5,25,30
FGEE86001T,1,31,32,1,12,13,6,12,18
RIMM81701Q,11,24,35,5,7,12,3,32,35
BSRH027502,72,95,167,5,20,25,0,0,0
CNPS05000D,29,75,104,3,10,13,7,21,28
BATL070507,67,70,137,3,11,14,18,18,36
TPEE824032,6,54,60,4,20,24,10,17,27
RERH008011,48,104,152,13,27,40,20,24,44
PIEE839021,1,65,66,0,24,24,3,27,30
FGEE11000N,5,91,96,3,30,33,5,22,27
SAEE158002,2,38,40,1,3,4,11,6,17
RMMM8CH01B,14,38,52,3,12,15,10,16,26
VIEE88402A,3,88,91,1,13,14,8,27,35
PREE83903A,1,46,47,0,7,7,10,27,37
CBSL02301B,71,82,153,4,20,24,14,30,44
PAPM01801P,41,34,75,2,4,6,12,13,25
NAPS13901P,49,72,121,4,25,29,23,10,33
TOEE85702A,3,40,43,2,7,9,4,23,27
VCEE80602L,3,48,51,1,16,17,6,24,30
COEE84401B,6,63,69,0,14,14,4,23,27
PVRC01202G,6,63,69,0,14,14,4,23,27
BAEE12202N,4,73,77,1,30,31,3,20,23
PIEE82701N,4,63,67,0,20,20,4,30,34
MIMM8DK02X,10,42,52,5,7,12,3,22,25
PNEE82301V,1,49,50,0,10,10,4,21,25
AQRI007011,65,94,159,15,41,56,16,25,41
CAEE87704V,0,72,72,0,24,24,12,34,46
PGEE05101V,2,87,89,0,24,24,5,26,31
MITD52000A,56,82,138,10,9,19,11,18,29
VVRI00901V,54,52,106,9,12,21,20,17,37
CAMM840014,10,23,33,2,6,8,3,20,23
TPRA00850C,43,73,116,11,21,32,0,0,0
METD02351L,52,100,152,8,36,44,0,0,0
LCEE81801L,6,69,75,1,18,19,12,19,31
TEMM834013,10,31,41,3,12,15,2,26,28
SSMM806022,10,29,39,1,10,11,3,23,26
BAEE046018,2,75,77,1,17,18,4,20,24
MIEE8DZ04D,2,75,77,1,17,18,4,20,24
CAMM86301R,12,32,44,1,11,12,14,16,30
ANEE81102P,2,56,58,1,16,17,7,20,27
AGMM819012,23,35,58,4,3,7,27,15,42
ANRI01603L,101,145,246,12,31,43,25,36,61
ANEE82403T,2,34,36,1,14,15,5,16,21
MTMM816011,2,34,36,1,14,15,5,16,21
MEEE872069,3,93,96,1,37,38,16,15,31
CLEE83201T,1,16,17,0,6,6,10,11,21
RMMM8FE01Q,10,29,39,1,9,10,8,18,26
BARC06752Q,64,83,147,5,18,23,0,0,0
ALEE80601G,3,44,47,1,7,8,1,27,28
OREE812077,0,62,62,0,21,21,2,32,34
FOMM82301Q,5,24,29,2,5,7,4,19,23
PEEE831012,3,66,69,3,27,30,6,25,31
FIEE820036,6,65,71,2,9,11,12,28,40
VIEE850049,2,48,50,0,11,11,5,16,21
NAMM87401G,5,13,18,1,4,5,7,10,17
UDPS004012,39,57,96,4,9,13,5,19,24
VIEE81408A,3,72,75,2,13,15,7,34,41
TOEE829037,6,50,56,1,7,8,9,31,40
CSEE8A001V,2,42,44,2,9,11,9,16,25
TOMM84101P,6,24,30,4,6,10,1,27,28
APPS030005,21,79,100,0,1,1,7,19,26
CSEE8AJ04T,4,47,51,1,11,12,16,14,30
RMPC06401A,39,68,107,6,5,11,6,25,31
CAEE818032,0,48,48,0,8,8,4,24,28
LEMM84101T,2,20,22,0,5,5,8,11,19
RMEE863015,4,46,50,1,17,18,2,15,17
CLEE02401X,3,65,68,2,13,15,12,12,24
ISEE826103,3,65,68,2,13,15,12,12,24
MNMM82202V,11,27,38,2,9,11,1,23,24
VETD06000R,25,43,68,2,5,7,5,17,22
CBMM823011,7,26,33,3,9,12,6,12,18
POEE811019,4,29,33,1,6,7,3,21,24
CEEE8BE03G,3,72,75,0,15,15,15,18,33
CRMM803017,8,21,29,2,7,9,5,18,23
VBEE81603N,0,39,39,0,9,9,15,18,33
BOMM868012,9,37,46,2,7,9,4,33,37
TORC024013,43,72,115,9,18,27,7,22,29
LCEE80401P,2,40,42,0,9,9,1,18,19
PNEE81204G,4,46,50,0,11,11,3,29,32
AREE81601L,4,58,62,1,21,22,5,20,25
ALEE81905T,2,56,58,0,17,17,11,18,29
RMEE821013,3,59,62,2,15,17,6,17,23
ANEE83701T,0,62,62,0,17,17,7,28,35
BLEE81801P,2,38,40,0,7,7,8,10,18
ORTL00601C,48,72,120,1,9,10,14,19,33
RMEE8AP01X,2,62,64,0,17,17,3,25,28
GEEE85001R,7,89,96,3,24,27,10,35,45
TOEE85602E,0,58,58,0,15,15,9,21,30
RMEE84602C,4,73,77,1,26,27,2,17,19
SSEE82901P,2,60,62,1,20,21,9,16,25
PAEE83701E,2,42,44,1,13,14,12,12,24
RMMM8F2018,8,35,43,2,11,13,6,24,30
BSEE81805R,1,43,44,0,2,2,5,24,29
PVMM80301N,18,32,50,8,11,19,7,25,32
RAEE80602N,11,104,115,5,30,35,10,23,33
PDEE84901L,0,12,12,0,1,1,3,13,16
BNTF02301B,23,59,82,4,14,18,13,14,27
BAPS39000B,3,15,18,1,3,4,0,0,0
GEEE83701A,3,77,80,2,21,23,1,25,26
ROMM811034,9,32,41,3,6,9,2,24,26
NAEE8A4011,4,46,50,4,17,21,6,13,19
ROEE81906V,3,41,44,1,9,10,3,20,23
SAEE89704V,1,54,55,0,11,11,10,13,23
SSEE843022,1,71,72,1,28,29,8,21,29
CTTD20050T,1,71,72,1,28,29,8,21,29
CZEE872012,2,46,48,0,8,8,11,18,29
CAPS013019,23,49,72,6,10,16,6,14,20
SOTD00601Q,26,43,69,0,0,0,4,18,22
TOTD050507,50,110,160,6,38,44,12,24,36
MEEE82601A,1,38,39,0,6,6,16,7,23
NAEE14400N,1,39,40,0,9,9,6,15,21
TOEE8B702E,6,67,73,5,21,26,11,32,43
BOEE86603D,6,74,80,2,14,16,6,28,34
VREE85403X,2,89,91,2,21,23,6,24,30
CERH01050A,2,89,91,2,21,23,6,24,30
CEMM8A803B,8,15,23,1,3,4,12,10,22
LCPS00201G,27,67,94,0,1,1,7,21,28
CHPC014015,33,103,136,8,32,40,9,20,29
MSEE806018,33,103,136,8,32,40,9,20,29
CNPS030008,15,43,58,0,0,0,5,17,22
TOEE71401E,15,43,58,0,0,0,5,17,22
LEEE80001L,1,49,50,0,16,16,9,20,29
SPEE82204A,1,100,101,1,28,29,6,39,45
MOEE809015,3,71,74,2,18,20,9,30,39
PZTA04000L,19,19,38,4,7,11,4,0,4
MEEE82706B,3,51,54,2,14,16,12,13,25
SAMM8AV027,3,12,15,1,4,5,5,9,14
RCEE85801E,2,46,48,1,12,13,21,9,30
TRMM82001R,5,34,39,1,8,9,2,25,27
RERI01151N,104,104,208,11,15,26,0,0,0
CATD02901P,24,62,86,8,16,24,7,15,22
MTTA01101R,46,65,111,6,10,16,20,14,34
TEEE84401P,2,85,87,1,34,35,6,28,34
COEE84804T,1,45,46,0,11,11,12,15,27
PTEE81901N,1,35,36,0,7,7,3,15,18
CEEE8BE08R,3,72,75,0,15,15,15,18,33
PAMM87801Q,19,42,61,7,11,18,12,8,20
IMTD00602G,36,64,100,2,12,14,9,20,29
MBEE84601Q,5,86,91,1,15,16,4,28,32
SAEE8BH05D,1,35,36,0,10,10,11,12,23
VAEE82107P,1,93,94,0,24,24,9,28,37
CSEE86404A,1,18,19,1,3,4,12,7,19
PTEE82003X,1,76,77,0,33,33,3,25,28
TARC03901T,70,117,187,13,50,63,26,24,50
TASL03104P,70,117,187,13,50,63,26,24,50
NUEE86204N,2,42,44,1,6,7,8,18,26
MOEE040016,10,120,130,6,37,43,11,30,41
TVMM817027,8,34,42,1,6,7,4,31,35
MTEE82803A,8,34,42,1,6,7,4,31,35
NARI11201X,8,34,42,1,6,7,4,31,35
LUEE84103P,3,54,57,1,9,10,4,23,27
MIEE8DZ05E,14,93,107,4,24,28,11,20,31
TAMM128006,14,93,107,4,24,28,11,20,31
FGEE83101T,1,32,33,0,7,7,10,7,17
FGMM82003C,6,19,25,0,7,7,7,7,14
NAEE8GF018,1,64,65,1,19,20,14,10,24
BGEE81705C,3,40,43,1,9,10,2,18,20
